likes	coms	favs	size
125	62	19	2053
81	140	42	6475
68	98	3	1717
139	177	18	3159
23	3	5	1333
43	13	5	597
34	20	4	1302
49	20	12	1060
65	60	12	2673
58	18	3	2155
141	82	66	4076
124	86	9	2520
84	145	24	966
72	88	4	2221
30	2	9	1173
733	295	45	1683
76	63	4	2042
50	21	11	3306
166	60	24	2440
86	53	9	1557
85	79	6	1404
93	122	14	2686
73	53	25	1584
43	67	0	2151
39	28	6	1250
88	71	5	1943
409	385	39	1651
52	29	2	1259
141	179	15	3419
32	25	2	888
15	12	1	2087
64	41	4	1116
69	196	7	1875
82	45	7	1700
41	42	2	1080
76	44	6	1649
49	100	6	3515
23	39	2	2186
28	12	2	1183
35	81	3	671
79	124	10	2734
30	12	8	1070
84	79	5	1281
79	222	24	2281
103	88	11	3126
60	16	4	890
57	65	10	917
83	122	12	1099
194	59	10	957
36	25	8	1395
46	68	3	1229
14	30	5	1672
22	6	4	953
81	107	9	1472
22	16	2	1777
148	64	19	1752
78	84	17	2184
16	11	1	921
40	28	10	1709
48	103	3	1884
95	220	10	2187
51	60	13	1171
55	91	5	1085
51	29	7	1876
160	50	12	2249
43	28	6	1286
26	40	2	880
71	65	8	1630
60	19	6	600
84	31	22	1430
34	11	6	1083
32	10	7	1685
50	11	5	1027
66	53	8	1418
23	20	4	1080
35	24	4	1279
46	24	9	599
157	115	43	6495
25	12	9	1537
148	308	11	2096
41	36	5	1209
43	24	8	1304
45	12	7	1231
51	79	2	876
25	29	3	2627
26	113	3	1280
54	160	9	1489
52	21	3	1337
69	92	9	2153
121	79	17	1097
19	15	3	1476
212	63	19	1362
52	22	4	1594
22	9	2	1719
175	137	18	1700
62	19	5	1368
60	62	4	3248
26	16	3	1401
33	17	2	1162
78	128	7	3921
57	138	32	2568
40	21	5	1986
24	18	3	1198
46	63	11	2526
42	36	11	1236
19	7	1	1606
46	45	1	826
32	26	6	516
81	66	2	943
56	48	4	1813
40	30	8	895
46	26	5	1343
45	20	6	2334
82	89	7	1316
61	19	15	1071
44	40	9	3217
80	143	10	2113
82	42	4	1816
58	79	7	2558
48	40	7	2389
147	48	8	1616
53	39	3	2443
176	72	31	5064
43	18	7	1580
124	31	11	834
33	9	5	948
15	23	7	1600
97	24	25	980
12	4	3	956
42	81	3	1883
129	86	10	922
89	17	22	1322
77	31	31	1158
83	69	12	1366
33	13	5	2672
488	717	51	1834
61	75	15	990
57	15	5	2450
53	160	14	3002
57	26	16	1132
66	77	16	1612
72	53	21	1204
85	92	18	1389
25	14	6	1222
44	22	20	1415
45	13	3	2588
68	24	13	1067
68	51	7	886
71	54	9	1152
48	48	6	1266
7	20	2	1660
22	13	4	2546
181	30	46	1285
108	36	9	1567
95	65	20	1607
51	31	9	872
44	14	14	2132
51	78	8	2220
49	20	4	1679
46	29	6	2302
110	108	12	2555
82	34	14	1948
52	15	10	1085
24	20	2	1651
33	25	5	1523
23	10	3	1490
85	30	6	1124
107	100	15	933
106	123	31	6300
247	95	19	899
140	77	23	729
14	18	4	1520
59	115	8	2721
59	82	9	3242
65	63	3	2408
46	36	17	1466
46	23	4	2075
53	73	8	995
58	82	3	1834
23	43	4	903
54	31	11	3424
61	24	5	751
33	48	3	1908
45	4	3	1489
80	323	11	1174
240	74	18	3985
26	23	7	1044
18	31	5	1406
68	21	4	616
24	14	6	1373
48	158	6	1972
24	26	5	720
45	53	2	1182
72	69	5	2821
42	47	1	823
29	25	4	1898
370	125	57	1153
110	31	51	2985
30	28	6	1657
26	45	5	2362
93	50	20	1993
68	33	10	2199
62	18	10	1868
34	67	3	1214
71	74	4	1230
54	58	4	2532
43	32	4	2611
61	36	11	1054
47	24	5	2535
39	112	12	1573
82	56	8	1539
71	53	9	1205
28	23	6	1500
68	110	21	4919
18	12	1	1984
46	21	10	1801
141	124	14	885
99	71	9	1767
28	56	7	992
47	33	8	2046
19	23	5	922
39	46	4	1470
29	31	7	1513
63	28	11	1310
70	46	11	2247
27	36	8	2160
96	41	20	1102
201	84	24	719
22	33	9	1547
26	21	4	1425
24	23	6	1628
17	7	1	804
72	46	16	1448
25	16	8	772
127	62	14	1969
86	69	20	916
47	148	11	2251
94	30	20	1137
71	150	15	933
91	97	45	1232
24	25	3	1630
109	66	15	2255
47	67	7	2501
103	76	16	4475
55	82	21	1190
21	32	3	781
80	65	7	1366
74	47	19	1218
51	12	4	1025
45	78	6	2657
88	95	14	3227
4	29	4	2369
68	12	25	882
73	24	8	877
28	48	5	2710
16	16	4	1534
113	106	11	1998
71	184	11	3513
78	507	12	1679
33	68	3	2062
17	88	1	2298
32	19	1	942
131	58	10	1037
32	20	4	2508
20	52	4	2000
39	12	17	1852
53	7	6	1282
219	56	19	2121
65	124	5	1514
67	26	15	1992
82	13	28	3073
21	6	4	2364
34	15	1	1613
23	24	2	1784
27	43	4	2777
99	102	7	2887
32	11	3	1174
47	20	5	2502
187	63	38	1477
41	15	7	4219
21	3	6	848
35	16	3	836
63	85	5	1848
112	106	18	4789
21	36	5	1311
60	47	10	3484
62	66	11	1384
28	28	4	1120
130	81	32	762
43	33	6	2231
63	142	9	863
75	52	8	1158
58	32	5	1715
72	119	16	2192
128	194	14	3379
43	54	6	2343
32	46	4	3288
30	25	3	2233
50	46	2	2581
20	9	6	2859
95	84	12	3041
98	57	15	1065
71	31	10	1943
20	10	7	1212
160	41	17	1180
21	21	6	1662
75	92	8	7325
176	58	53	1246
47	12	5	1724
61	16	14	1959
193	81	19	2105
39	52	4	1411
44	83	11	1319
46	74	5	1163
104	81	5	1218
60	84	2	3592
33	39	3	2429
40	74	3	1036
60	67	6	2118
23	17	8	3783
47	81	6	2545
59	127	10	3510
44	22	8	1191
14	6	1	1623
40	105	3	1530
42	50	1	1224
8	6	2	791
25	18	3	2157
42	27	2	1077
48	24	12	1632
33	74	7	2993
30	8	6	1572
70	264	6	3778
22	28	0	1412
103	58	19	2999
48	79	5	3306
33	43	2	1558
10	9	1	454
30	80	3	1467
65	47	6	728
51	53	3	697
33	1	7	1223
89	121	8	2101
31	19	8	956
116	512	15	2794
37	29	11	1304
48	41	2	671
76	53	5	1401
148	85	31	1988
170	34	8	1194
72	91	9	4304
33	63	3	1277
31	16	2	1093
30	106	6	4207
11	13	1	1317
45	25	11	1216
21	5	3	3484
135	121	27	3145
58	16	18	2257
114	69	7	1545
32	16	6	1135
64	157	5	759
81	47	9	2241
31	13	4	1888
57	34	5	1086
29	8	5	798
32	30	9	1062
46	31	9	2427
39	65	5	1418
50	22	4	2905
49	18	8	1429
35	42	2	1884
43	50	5	2374
32	21	10	1128
88	53	9	1147
44	20	5	2411
28	30	3	2118
29	18	3	501
70	40	8	1868
37	7	3	2129
29	26	4	1541
118	32	21	2759
60	21	9	505
26	44	4	2153
36	37	5	1392
42	22	7	1731
106	63	8	2262
54	73	4	3715
51	25	6	1098
25	6	3	573
33	16	0	1125
67	74	37	2634
73	81	6	449
22	18	5	2220
20	73	1	542
19	28	3	1452
46	25	3	3131
31	62	1	2967
28	119	2	1188
51	40	3	1271
41	51	2	1247
43	38	4	1663
106	52	26	2649
29	20	7	2013
29	27	4	1290
41	19	22	1575
25	38	1	1831
107	39	9	1156
171	208	12	1806
65	18	13	3573
45	14	8	1944
41	10	11	1854
58	110	5	1532
177	190	23	2924
184	226	16	4970
21	37	6	2319
24	7	1	2331
66	104	3	2810
42	34	8	2414
37	42	2	1610
22	74	4	2132
90	43	21	3483
59	39	7	921
43	30	31	1117
12	10	1	1507
35	43	0	1597
112	138	16	3076
37	77	6	1794
77	63	18	2886
38	42	3	2172
34	35	3	1938
423	387	108	6934
32	116	2	1712
35	43	5	1907
32	8	0	1060
28	10	2	1939
51	142	4	1368
44	80	9	4190
24	7	4	1583
17	14	2	1601
64	39	8	1803
35	27	5	1584
44	16	5	943
49	22	12	1341
31	35	5	3288
29	42	3	2533
24	14	1	2846
182	90	23	1114
42	45	4	2521
38	22	5	619
68	168	9	2521
50	101	4	1595
46	111	3	3754
35	41	1	1455
23	14	11	1477
29	19	5	1442
79	10	6	879
71	98	16	8781
58	21	1	1402
66	59	12	2787
85	125	8	998
39	10	2	3555
46	100	3	2159
26	12	1	1690
67	44	5	2809
20	152	4	2453
28	14	3	2471
38	30	3	1666
95	255	5	1243
89	171	16	3625
29	24	1	1678
52	13	8	1065
165	65	13	2010
40	128	9	1559
46	67	2	2116
26	6	2	2215
73	27	4	1516
29	14	3	2899
51	29	9	876
28	18	3	2140
64	35	15	4493
30	34	4	1284
31	20	14	4725
49	8	4	1895
35	50	8	1250
59	124	6	2441
32	23	1	2012
43	15	7	1641
72	65	5	1405
28	9	2	2919
4	50	5	1485
28	42	0	1795
54	20	1	1753
53	17	8	2373
19	38	0	1808
57	33	9	1489
69	62	10	1838
58	41	9	2303
37	17	15	1451
36	28	4	1624
107	46	8	1175
54	54	4	1714
28	35	2	1236
88	46	5	1798
31	43	2	1171
32	13	6	724
58	23	6	4567
27	36	1	2226
29	50	1	2511
70	286	9	5624
31	43	1	1602
47	9	5	4814
32	41	2	1715
36	78	2	1422
24	18	0	1927
19	10	0	1267
34	21	3	1981
21	82	1	922
23	23	1	1946
91	29	9	3067
96	16	1	1076
145	39	11	782
33	81	6	4527
21	26	2	1044
62	63	3	1482
18	24	0	2017
57	30	5	1677
27	38	4	2484
228	166	39	9615
99	64	6	1080
29	25	1	1382
43	27	3	2192
14	25	2	1374
81	53	5	3271
22	11	2	1692
42	30	5	1597
49	69	5	2433
44	35	12	2020
82	80	5	1907
50	134	3	3111
22	20	1	1048
29	4	8	1389
140	230	38	3669
23	37	0	1772
45	32	6	4403
51	40	2	1348
40	62	3	3278
31	24	0	1096
66	79	6	2632
30	38	1	1442
75	23	3	1854
51	21	3	1618
55	35	4	4706
34	23	5	1422
104	105	9	1763
30	58	1	2062
67	92	4	1966
51	18	3	938
24	23	1	1880
30	22	0	2033
22	113	0	1896
60	14	19	661
18	36	0	1546
22	49	3	1470
28	25	4	903
45	17	9	1494
105	158	4	1245
106	59	6	1515
40	30	2	2621
21	13	0	708
57	31	3	2327
94	84	7	1708
21	21	1	540
42	41	2	1505
37	47	2	2562
60	0	13	2340
73	29	3	2183
135	30	23	1968
25	21	1	2617
54	146	2	1955
45	59	2	966
47	144	2	1439
21	27	0	2576
157	59	23	1310
25	39	2	1737
70	208	7	2339
117	107	7	1374
77	90	6	2542
36	90	2	1225
22	13	1	4093
44	64	3	1691
7	19	1	804
30	25	1	3041
15	12	2	2653
47	33	9	1580
60	17	8	1623
200	86	27	1952
50	83	0	756
46	72	0	990
55	67	4	3766
67	113	6	2706
56	51	5	1574
191	265	12	3270
118	29	5	1722
52	35	4	2158
22	25	1	3080
170	243	8	2530
18	9	0	2056
40	33	3	2002
147	25	21	4052
85	95	6	1052
48	67	2	1516
46	23	1	2921
36	22	4	1349
126	194	20	1800
52	109	5	6266
28	17	0	2004
60	12	2	1107
33	60	4	2697
28	49	2	1382
61	55	7	1176
44	17	1	1846
53	29	12	786
23	10	1	2280
22	12	1	2319
39	42	1	2083
65	74	4	1887
9	4	4	719
96	94	13	2045
79	23	4	1350
46	21	10	931
78	41	6	1972
16	13	1	1495
24	9	1	1103
43	31	2	2402
48	80	4	1577
116	36	5	1658
51	25	5	1069
42	112	3	2426
16	26	3	1332
44	9	1	951
68	23	1	1777
22	39	0	1302
63	54	2	1610
47	14	0	3004
36	7	4	2311
66	48	2	603
108	61	15	1933
30	54	5	1628
30	27	0	874
60	144	6	3035
37	11	1	2071
34	18	1	1341
23	13	0	2018
41	57	3	1815
83	77	9	1036
14	20	0	2226
42	74	4	3840
39	64	5	1220
116	50	9	2131
53	22	3	1026
20	49	0	2667
27	61	0	1019
44	16	8	1697
42	48	2	1772
36	32	7	1279
34	14	1	4297
31	16	9	758
43	12	0	1282
39	21	2	2019
81	10	4	1324
46	43	0	1300
101	66	8	1542
31	47	0	2179
23	15	1	2929
27	5	0	1836
23	39	1	1752
22	8	1	1992
12	12	2	586
57	31	12	1501
47	45	2	2180
40	63	4	2251
36	125	1	1486
20	20	0	2918
12	5	3	2534
41	27	4	1885
55	20	4	1150
22	17	2	890
27	110	0	2198
13	43	0	1912
48	32	3	1567
51	54	2	2096
37	48	3	4266
52	64	2	2356
89	98	6	1816
79	45	17	4598
120	216	10	2490
25	51	2	1724
40	269	3	3828
62	84	3	1462
105	28	10	2773
125	437	10	4322
41	59	5	2425
54	97	2	1547
103	23	36	3075
30	47	0	2462
30	77	1	3602
38	119	1	2121
71	118	1	1801
60	39	3	2877
38	37	1	2266
13	26	0	1953
9	9	0	2272
53	177	1	2469
28	28	1	2125
17	9	0	2369
35	34	1	2625
24	16	1	2146
40	159	1	2665
94	49	1	1363
25	14	1	2069
29	48	1	2126
21	16	1	3218
13	6	0	1698
48	56	2	957
34	37	0	2937
71	28	1	2256
44	45	1	1777
28	10	1	1197
77	176	8	2168
78	175	3	1391
36	44	7	1519
55	15	18	1898
12	9	1	1632
29	5	1	2289
248	44	64	1303
27	22	7	2567
88	287	8	3411
21	31	0	1176
52	6	6	1675
42	16	3	1469
20	9	1	2781
39	43	1	2362
16	27	1	1656
38	64	1	2389
44	49	1	2619
17	9	1	1439
28	34	1	1287
21	11	1	1965
25	24	1	2180
20	6	0	1665
22	6	1	1756
38	13	0	1458
49	31	3	1362
54	19	1	2602
128	42	12	3317
133	31	6	2674
29	45	0	3281
42	56	1	1862
27	12	1	1625
49	64	1	3900
23	18	1	1252
27	27	1	2033
33	9	1	1576
85	71	11	3217
31	39	4	2411
101	17	1	2457
20	15	0	2070
27	23	1	1393
85	77	1	3484
111	47	14	1884
17	18	0	1651
25	16	1	1772
31	68	1	2117
37	29	1	2007
26	33	1	2526
27	10	0	1496
26	20	0	1405
39	22	1	978
95	40	8	2111
38	7	1	2432
29	36	1	1917
89	57	13	2224
12	17	1	921
11	3	0	1415
14	14	1	1185
78	52	6	1602
35	25	4	1698
32	13	4	817
75	40	1	2431
25	24	1	1993
48	29	1	3415
49	19	1	1942
21	9	1	2826
135	57	21	5416
34	32	1	2379
38	58	1	2795
113	49	16	3509
23	17	1	2754
85	145	1	1256
14	19	0	1684
48	19	0	2277
37	53	0	2218
36	28	0	1366
87	188	6	1863
11	6	0	2097
41	28	2	2082
91	260	5	3131
53	85	5	2255
45	56	6	1149
35	53	1	1612
140	170	19	3605
27	22	2	2106
50	72	1	2456
21	42	1	2117
29	18	1	2199
35	31	1	1426
18	3	5	1237
45	30	3	2170
84	282	2	2361
64	90	8	2887
55	73	5	2091
159	61	25	1501
62	61	1	2139
28	47	2	3117
20	14	0	3098
30	20	1	1911
38	26	1	3499
152	296	1	2521
47	127	1	1712
20	6	1	971
24	13	1	1260
23	28	0	1536
31	30	1	2701
25	8	1	4007
25	11	4	2116
33	32	0	2058
15	10	0	980
47	73	1	1925
30	34	0	2678
44	25	1	1204
56	56	1	1534
34	22	1	1536
35	77	2	2085
27	14	0	1543
49	19	1	1391
40	10	1	1803
61	58	5	1807
30	25	3	4119
194	128	21	2004
87	119	23	5895
43	25	1	2181
8	4	3	1609
26	29	0	1556
54	15	8	3625
49	20	5	1571
25	46	0	3499
20	211	3	2977
150	44	19	3980
64	11	1	1427
68	15	6	1865
27	44	0	1421
17	4	0	3552
30	17	0	1648
17	13	2	2942
27	3	5	1787
86	69	8	6117
24	13	0	1690
58	48	1	1869
133	35	10	2857
100	136	1	1775
38	39	1	2575
32	13	1	2558
33	25	0	809
103	20	10	1021
84	64	1	2040
29	30	1	2107
61	32	3	2310
22	45	0	2931
31	21	1	2013
16	4	0	1677
33	7	1	1371
16	7	0	1932
100	159	1	2340
29	46	0	1725
65	14	6	3077
57	48	9	1724
142	120	10	2930
29	13	1	3241
16	2	0	1824
34	35	0	1709
64	105	13	4215
28	18	1	2075
37	17	1	2059
53	17	5	2724
16	8	1	2351
45	27	1	4826
43	35	2	1567
6	2	8	2147
13	4	0	1146
31	81	1	2587
23	23	1	2187
30	33	1	1481
29	9	1	1934
37	5	5	1011
123	40	10	3570
34	39	1	3291
25	14	0	1750
23	16	1	2800
65	43	1	1556
60	67	1	2130
50	26	1	1768
25	21	1	2186
137	217	10	2526
41	22	1	2310
55	42	1	1549
38	16	1	1789
82	115	6	3805
33	76	1	2418
24	19	1	2204
54	46	13	4765
58	21	8	1966
18	8	1	1092
68	139	1	2443
52	106	2	2420
29	26	0	1723
43	23	1	3394
68	151	2	4809
42	49	1	2309
56	16	1	2521
56	41	1	4681
257	85	28	4050
52	44	1	2748
67	29	1	1936
175	78	8	3047
45	12	1	4069
34	35	1	2099
59	18	5	2928
51	29	1	2814
51	19	1	4096
25	51	0	2260
52	61	0	2982
52	35	1	4614
130	21	16	3970
32	17	7	842
22	32	0	4158
16	28	0	2606
20	19	2	1638
18	6	0	1390
54	125	6	1946
6	3	0	1420
34	29	3	1931
18	16	0	639
23	8	1	1942
30	26	1	3689
69	58	1	2281
0	102	1	2195
18	4	0	1980
71	80	6	3193
19	5	2	2898
87	46	37	4460
53	17	1	542
37	40	1	700
108	74	10	4093
26	17	2	2394
144	115	14	5340
14	13	0	1377
30	35	0	3548
47	26	4	2444
36	39	1	2042
40	161	0	2838
132	73	1	4657
56	260	6	2999
19	9	0	2096
34	25	0	2631
22	32	0	3947
161	104	2	4570
12	9	1	2316
35	19	2	2030
31	21	1	4657
15	2	0	2161
17	2	1	1919
35	71	1	2607
30	44	1	2106
41	79	1	3002
25	75	1	2097
43	56	1	1466
64	41	8	2379
67	33	1	2332
36	6	1	2394
16	14	1	1792
44	19	0	2187
26	29	0	3545
30	36	1	1286
18	5	0	1792
10	7	0	1610
82	35	2	1333
48	23	1	2479
15	7	0	719
27	0	4	2138
26	28	0	997
28	9	1	2117
22	28	0	2089
20	6	0	1610
127	94	21	2172
59	28	7	3856
54	50	0	1195
25	15	0	2004
10	5	0	1462
23	30	1	2149
32	40	1	3698
69	52	6	1130
23	15	0	1828
79	111	8	2821
35	62	1	2012
80	29	1	3106
9	27	0	1131
119	94	5	3303
72	133	9	2885
106	129	1	2443
28	24	1	1781
33	20	0	1910
60	75	0	3456
17	16	0	1725
51	27	3	1897
14	5	0	1039
31	54	0	1899
24	11	0	1704
14	8	0	2003
33	27	1	3212
35	15	1	1452
35	33	1	976
28	22	1	1702
6	4	1	1612
45	61	7	1710
23	24	0	2307
15	48	1	1130
43	43	1	2709
50	22	1	2262
66	92	9	4376
28	13	0	2018
65	19	16	2083
28	2	0	1839
15	14	0	990
62	28	1	2695
68	111	1	6341
57	96	1	2668
63	41	14	5459
27	18	1	2258
22	8	0	1547
118	69	13	2172
24	1	0	2203
20	12	1	1173
45	13	1	1399
40	22	1	3821
38	21	1	1784
6	2	1	947
13	3	0	2253
58	36	1	2505
23	27	1	1931
17	45	0	2133
65	76	1	1623
33	41	4	1982
27	10	1	1946
49	55	1	1817
35	15	1	4762
26	31	0	1691
30	41	0	3824
40	44	1	1172
26	63	1	2142
40	8	1	5174
25	22	2	1514
49	81	1	1859
32	24	0	2178
18	20	0	2182
23	22	1	1148
22	14	0	2103
215	155	27	4416
88	39	7	1283
39	56	2	1084
53	40	2	1125
3	4	1	777
55	60	1	2228
52	63	1	1719
20	45	0	2182
2	4	0	560
14	38	0	2055
67	17	6	4080
31	33	1	2276
17	12	0	2995
15	27	0	1883
33	80	0	2255
25	82	1	3181
30	20	1	1475
51	16	1	1239
28	22	1	1837
36	26	1	2527
29	56	1	2942
38	21	5	1693
69	227	1	3044
115	108	15	4511
43	36	1	2318
54	12	3	4936
13	20	0	3073
27	13	0	1280
48	57	1	4667
38	7	2	1447
157	47	46	970
31	6	1	1652
29	29	1	2437
51	14	1	3041
25	18	0	2106
27	7	3	2826
33	95	0	2664
49	52	0	3836
13	12	1	2311
13	1	1	1000
23	9	0	2729
24	30	0	1982
29	18	1	4498
58	40	8	3363
51	23	1	1553
84	42	1	1239
51	32	1	3846
67	28	15	1932
6	2	1	2530
35	60	1	4146
30	42	0	4235
29	55	1	5587
26	5	0	3993
17	8	1	1884
41	9	0	1695
22	14	0	1435
25	19	0	2112
24	19	1	1301
49	14	1	1425
15	5	0	2039
41	12	1	2197
28	6	0	1571
50	36	1	2555
43	56	2	4623
88	99	7	2324
35	42	1	1225
23	17	0	1473
24	19	1	2661
24	24	1	2410
30	10	1	3142
37	30	3	1710
68	21	1	2519
46	34	0	1663
11	2	1	879
19	11	0	685
17	6	1	879
24	15	0	1887
24	14	1	1303
21	11	0	1834
29	12	1	2227
84	50	1	2525
49	68	15	1737
30	17	0	2568
7	9	0	711
45	20	1	1059
21	3	0	2003
61	53	1	3702
40	21	1	2256
41	36	0	2087
90	213	1	2542
47	15	1	3097
28	25	0	2080
150	29	17	2297
36	10	7	1014
34	9	0	2518
130	14	22	2892
13	15	0	605
24	40	0	2651
30	34	1	3609
48	58	1	1774
54	49	1	3037
18	6	1	2115
34	11	1	1990
80	9	16	5064
27	7	0	1251
64	57	0	2621
125	382	1	4089
28	7	0	2376
31	56	0	2329
11	5	1	995
2	2	1	768
38	22	1	2772
26	28	0	2427
35	15	0	2206
23	21	1	2446
23	9	0	3466
23	17	0	1080
60	214	1	3065
31	45	0	2484
24	9	0	1802
71	22	1	4850
31	19	1	781
34	29	1	1842
30	9	0	2085
31	51	1	1804
30	35	1	3071
28	14	1	1025
42	31	4	2837
6	3	1	2128
33	25	0	4114
32	15	1	1268
26	7	1	2575
47	37	2	2154
45	24	1	3148
1	2	0	1035
32	13	3	2903
25	56	1	1230
35	36	0	1849
33	12	1	2223
28	7	0	1622
47	18	1	4695
89	81	1	1639
20	8	0	1984
19	13	0	985
47	24	1	1421
40	29	1	2373
40	27	1	1670
57	46	1	1729
70	55	10	1360
16	13	1	877
128	184	1	2259
24	4	1	3373
30	29	1	1339
31	25	0	1698
18	14	0	2584
5	3	0	1230
56	75	1	3445
138	62	16	5463
33	6	0	1421
49	114	1	1367
26	31	2	2857
42	13	0	3910
8	10	1	817
51	41	3	1853
41	32	1	2485
27	1	0	1784
44	11	1	2066
28	9	1	1979
25	2	1	1658
63	36	1	6177
27	14	1	998
33	25	0	2568
52	85	1	4566
15	1	0	1290
108	42	1	1468
59	13	1	3265
42	20	1	3043
26	28	1	907
52	17	1	2585
20	7	0	1343
67	67	6	3729
85	33	1	1591
46	34	0	3054
25	35	0	2166
44	3	1	3151
19	20	0	2296
55	20	1	311
145	61	1	2963
161	187	44	3967
86	25	14	858
57	17	7	2351
40	61	3	3009
77	25	4	2612
87	63	1	2741
15	4	1	1525
55	23	11	2176
96	17	1	699
30	11	1	2407
20	33	1	2634
49	16	1	1711
29	27	1	2125
39	8	1	1888
34	10	0	1425
10	13	0	2845
27	35	1	1369
19	22	0	2390
21	4	1	2031
15	8	0	1737
37	5	1	1099
25	33	1	1127
13	5	1	902
21	22	0	1046
43	28	1	3535
3	19	0	845
43	91	2	4129
33	21	1	1503
25	22	1	1147
22	22	1	1333
23	20	0	309
40	39	0	4676
31	28	1	2662
16	146	0	3008
22	34	3	2070
51	19	1	2134
55	27	1	2480
36	65	1	3341
86	117	1	3035
30	39	1	1725
41	24	7	2981
16	18	2	1187
16	4	1	952
27	18	1	1541
53	89	2	2428
19	12	0	3376
70	42	1	1615
18	22	1	970
75	208	1	1008
26	9	2	2270
36	10	1	2874
28	7	1	1699
22	9	6	1974
16	6	1	2615
6	2	0	1518
53	56	4	5303
12	8	0	2660
51	14	1	3207
46	39	0	3391
53	98	3	831
32	19	0	3498
32	27	6	3248
21	49	1	2663
46	27	1	1449
28	13	0	2512
8	5	1	913
61	184	1	7147
14	3	0	926
59	27	5	3514
41	47	2	5197
10	8	0	1985
13	6	1	1622
25	15	1	6658
11	8	1	1650
26	12	1	1224
36	13	1	2982
15	28	0	2317
12	33	0	1842
48	21	6	3820
22	36	2	1477
47	27	1	2682
26	17	1	1579
19	10	1	2528
35	14	1	2393
17	18	0	1845
52	85	1	3826
24	24	0	4626
40	25	1	2007
35	47	0	1493
15	30	1	1971
26	38	1	4428
5	2	0	1160
18	20	0	2089
67	38	1	3536
38	8	1	3185
37	17	1	2324
11	11	0	2327
61	42	5	6653
26	176	2	1589
10	4	0	1646
82	75	3	6219
40	44	1	2026
44	47	1	2813
39	23	11	4920
28	12	1	2072
95	22	1	2248
24	20	0	2181
16	14	0	2200
13	10	1	1648
32	15	2	3233
13	7	0	2792
33	29	1	3002
40	26	1	970
39	13	4	2612
35	21	2	2604
22	4	1	1914
29	3	0	2325
19	6	0	2382
30	16	1	2071
85	126	13	3061
36	84	1	4634
39	9	1	2119
27	8	0	2293
25	6	1	1652
26	11	1	346
30	5	1	2246
15	10	0	704
28	24	1	2496
35	133	1	1903
13	9	1	978
41	49	1	2004
54	104	0	1776
25	10	1	1935
32	10	0	3041
40	31	1	2952
18	23	1	2519
16	6	1	2620
37	29	1	2813
20	11	0	2019
79	87	8	4349
15	19	1	1836
28	44	1	2079
21	6	0	1644
90	97	1	4095
10	7	1	485
29	47	1	1203
4	0	1	2063
36	154	0	2750
67	213	1	6641
87	41	9	1682
41	52	2	3965
22	7	7	682
36	17	1	1920
11	2	1	1622
25	61	1	3829
68	11	23	3550
42	195	1	7346
19	24	0	2926
33	21	1	4893
19	15	0	2593
37	90	1	2836
4	6	0	1320
48	40	1	3878
14	17	1	4048
15	5	0	3201
41	59	12	2677
21	18	0	1748
41	21	1	2574
34	7	1	1667
22	84	1	1487
12	1	0	1466
42	9	2	2421
10	3	0	1730
84	74	17	3594
12	10	1	1492
23	6	0	946
47	27	6	2844
32	8	1	692
33	94	1	778
12	5	5	1987
40	114	0	1623
23	2	0	2659
17	6	2	3132
6	7	1	478
18	22	0	2641
36	90	0	2807
27	0	1	1872
16	11	0	1200
15	6	1	3163
14	11	0	2298
48	23	1	3711
46	28	1	4503
22	9	3	3773
15	7	1	1147
50	76	1	5167
49	76	1	424
13	2	1	371
10	0	1	543
30	8	1	3014
32	36	1	2980
30	28	0	1708
20	5	7	2355
43	19	1	1971
43	67	1	2857
13	10	0	2038
12	3	0	2501
49	23	4	3104
13	3	1	1877
34	88	0	5806
26	9	1	4236
15	14	0	1898
35	7	1	522
31	21	1	3395
30	66	2	1613
25	12	0	3695
19	21	0	1740
21	13	2	2393
11	15	1	859
26	13	1	4000
47	9	1	1351
60	21	1	3126
12	9	1	489
95	236	1	3846
38	11	1	1715
18	10	1	786
20	2	1	1785
21	10	0	3877
18	14	0	2966
33	44	0	1887
38	24	1	1198
16	11	1	1928
28	76	1	2390
20	37	0	1582
41	7	1	1069
15	8	0	3693
24	29	1	2073
36	25	0	6473
42	28	1	1042
15	2	1	1008
50	33	1	1809
12	10	0	586
52	23	2	2761
37	85	1	1790
35	18	5	2939
14	3	0	1397
47	23	1	2252
16	3	0	1594
16	2	1	4234
16	12	1	2227
10	11	0	2089
13	8	1	1778
23	8	1	998
13	13	0	1493
44	15	1	1758
28	11	0	1936
9	11	0	534
25	49	1	4096
10	15	0	1542
